ID,Player_Name,Club,Nationality,Position,Appearances,Minutes,Goals,Assists,Shots,Shots_On_Target,Conversion_percentage,Big_Chances_Missed,Hit_Woodwork,Offsides,Touches,Passes,Successful_Passes,Passes_Percentage,Crosses,Successful_Crosses,Crosses_Percentage,Final_Third_Passes,Successful_Final_Third_Passes,Final_Third_Passes_Percentage,Through_Balls,Carries,Progressive_Carries,Carries_Ended_with_Goal,Carries_Ended_with_Assist,Carries_Ended_with_Shot,Carries_Ended_with_Chance,Possession_Won,Dispossessed,Clean_Sheets,Clearances,Interceptions,Blocks,Tackles,Ground_Duels,Ground_Duels_Won,gDuels_Percentage,Aerial_Duels,Aerial_Duels_Won,Aerial_Duels_Percentage,Goals_Conceded,xG_Threat_Conceded,Own_Goals,Fouls,Yellow_Cards,Red_Cards,Saves,Saves_Percentage,Penalties_Saved,Clearances_Off_Line,Punches,High_Claims,Goals_Prevented,xG,npxG,xAG,Market_Value_In_Millions
107,Vladimir Coufal,West Ham United,Czech Republic,RB,22,1061,0,0,7,1,0,0,0,0,769,199,139,70,46,7,15,73,46,63,0,88,63,0,0,5,6,50,8,0,36,10,1,22,69,33,48,29,8,28,0,0,1,22,5,0,0,0,0,0,0,0,0,0.2,0.2,0.3,5.000
473,Tomas Soucek,West Ham United,Czech Republic,DM,35,2570,9,0,55,2,8,6,1,4,1337,1177,1075,91,0,0,0,102,70,69,2,219,119,0,0,1,0,41,15,5,84,11,7,46,43,30,70,70,42,60,0,0,0,47,8,0,0,0,0,0,0,0,0,0,0,0,18.000
56,Philip Billing,Bournemouth,Denmark,CM,10,176,0,0,5,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,14,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.7,0.7,0.6,10.000
432,Mads Roerslev,Brentford,Denmark,RB,19,1096,0,0,5,5,0,0,0,0,670,1214,1081,89,53,10,19,380,314,83,2,293,137,0,1,4,8,119,6,2,31,24,8,18,140,69,49,24,9,38,0,0,0,6,2,0,0,0,0,0,0,0,0,0.1,0.1,0,6.000
380,Christian Norgaard,Brentford,Denmark,DM,34,2829,5,0,39,12,12,6,1,1,1883,330,299,91,4,0,0,165,146,89,2,92,45,1,1,4,7,29,20,4,64,7,2,79,81,33,41,38,16,42,0,0,0,44,8,1,0,0,0,0,0,0,0,1.1,1.1,1,11.000
252,Mathias Jensen,Brentford,Denmark,CM,24,852,0,2,6,0,0,0,0,0,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,13,0,0,14,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,14.000
115,Mikkel Damsgaard,Brentford,Denmark,AM,38,2926,2,10,35,5,11,4,0,6,2034,1350,1086,80,132,35,27,476,345,73,2,426,272,1,3,6,13,169,47,2,0,45,10,83,207,124,60,77,28,36,0,0,0,18,2,0,0,0,0,0,0,0,0,0,0,0,28.000
382,Matt O'Riley,Brighton,Denmark,CM,21,937,2,0,22,10,11,2,1,2,554,1370,1238,90,6,2,33,118,79,67,0,330,143,0,0,0,2,68,4,0,9,33,20,16,72,44,61,88,58,66,0,0,1,16,1,0,0,0,0,0,0,0,0,3.5,3.5,6.7,22.000
265,Filip Jorgensen,Chelsea,Denmark,GK,6,540,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,0,2,0,3.9,3.9,2.5,18.000
304,Jesper Lindstrom,Everton,Denmark,RW,25,1240,0,1,28,7,18,4,0,1,679,1031,923,90,10,2,20,261,209,80,2,283,141,0,0,2,4,112,24,1,14,20,11,45,174,95,55,50,26,52,0,0,0,15,2,0,0,0,0,0,0,0,0,0,0,0.1,18.000
23,Joachim Andersen,Fulham,Denmark,CB,30,2663,0,0,20,3,0,0,0,0,2466,338,294,87,18,1,6,152,128,84,0,150,87,0,2,7,7,40,4,4,193,6,6,0,127,55,43,20,5,25,0,0,1,20,7,1,0,0,0,2,0,0,0,0,0,0,27.000
229,Mads Hermansen,Leicester City,Denmark,GK,27,2385,0,0,0,0,0,0,0,0,1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,0,0,1,0,0,0,0,0,0,58,57,0,0,1,0,103,64,1,0,20,26,2.5,3.5,3.5,3.7,15.000
526,Jannik Vestergaard,Leicester City,Denmark,CB,18,1395,0,0,3,3,0,0,0,0,1114,1184,981,83,5,0,0,217,120,55,1,261,167,0,0,0,0,93,0,0,74,27,23,22,81,56,69,105,62,59,0,0,1,12,5,0,0,0,0,1,0,0,0,0.3,0.3,1.5,2.000
54,Victor Bernth Kristiansen,Leicester City,Denmark,LB,30,2489,0,1,3,8,11,1,0,3,1682,2923,2680,92,1,0,0,506,395,78,1,587,325,0,0,1,2,115,13,1,66,56,16,87,87,54,62,165,119,72,0,0,1,19,1,0,0,0,0,0,0,0,0,0,0,0,15.000
140,Patrick Dorgu,Manchester United,Denmark,LB,12,842,0,0,10,0,0,0,0,3,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,19,0,0,31,0,0,0,0,0,0,0,0,0,17,3,1,0,0,0,0,0,0,0,0,0,0,25.000
161,Christian Eriksen,Manchester United,Denmark,AM,23,1059,1,2,15,16,13,0,1,0,865,1394,1153,83,17,5,29,397,285,72,4,203,85,0,0,1,0,193,5,1,8,49,20,19,211,111,53,84,52,62,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,4.000
384,Chidozie Obi Martin,Manchester United,Denmark,ST,7,160,0,0,5,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4.8,4.8,2.1,5.000
240,Rasmus Hojlund,Manchester United,Denmark,ST,32,2013,4,0,32,13,11,6,0,13,586,1377,1194,87,63,14,22,405,330,82,3,420,225,1,3,7,12,145,33,0,6,26,6,3,356,198,56,52,22,42,0,0,0,17,2,0,0,0,0,0,0,0,0,2.7,2.7,1.5,35.000
395,William Osula,Newcastle United,Denmark,ST,14,124,1,0,4,0,0,0,0,1,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.1,7.000
208,Albert Gronbaek,Southampton,Denmark,AM,4,143,0,0,2,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.1,11.000
551,Yoane Wissa,Brentford,DR Congo,ST,35,2927,19,0,90,13,7,17,1,14,1020,1933,1662,86,28,4,14,637,472,74,24,380,180,0,2,6,10,145,35,5,19,23,16,22,290,169,58,42,24,57,0,0,0,34,5,0,0,0,0,0,0,0,0,0,0,0.1,32.000
514,Axel Tuanzebe,Ipswich Town,DR Congo,CB,22,1717,0,0,4,1,0,1,0,0,1011,1011,890,88,4,1,25,105,59,56,1,207,103,0,0,0,0,41,1,1,54,12,18,31,48,24,50,98,53,54,0,0,1,17,3,1,0,0,0,0,0,0,0,0.2,0.2,0,5.000
163,Pervis Estupinian,Brighton,Ecuador,LB,30,2403,1,1,28,16,13,1,0,3,2001,852,755,89,26,10,39,437,363,83,7,270,114,2,0,21,11,61,27,3,57,9,1,65,131,61,47,12,3,25,0,0,0,36,5,0,0,0,0,0,0,0,0,1.8,1.8,1.1,30.000
444,Jeremy Sarmiento,Brighton,Ecuador,LW,1,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,6.6,7.8,7.000
77,Moises Caicedo,Chelsea,Ecuador,DM,38,3356,1,2,20,22,11,0,1,0,2721,1213,979,81,45,13,29,550,413,75,19,341,197,0,5,6,15,127,25,10,53,23,5,114,246,113,46,96,41,43,0,0,0,70,11,0,0,0,0,0,0,0,0,2,2,0.9,90.000
356,Sam Morsy,Ipswich Town,Egypt,CM,33,2753,1,1,13,12,19,0,0,0,1764,187,144,77,8,2,25,61,43,71,0,61,29,0,0,2,0,42,13,1,44,6,2,68,78,28,36,17,6,35,0,0,1,48,10,0,0,0,0,0,0,0,0,4.1,4.1,5,0.500
438,Mohamed Salah,Liverpool,Egypt,RW,38,3377,29,18,130,22,7,24,6,18,1864,769,691,90,81,21,26,274,232,85,2,435,231,0,0,26,14,138,67,8,5,4,1,21,435,194,45,51,11,22,0,0,0,25,1,0,0,0,0,0,0,0,0,1.2,1.2,4.6,50.000
324,Omar Marmoush,Manchester City,Egypt,ST,16,1182,7,0,49,19,7,3,1,10,561,788,665,84,76,16,21,296,228,77,4,405,223,0,1,18,13,110,19,3,3,11,2,13,315,128,41,33,7,21,0,0,0,15,0,0,0,0,0,0,0,0,0,1.8,1.8,0.6,75.000
542,Ben White,Arsenal,England,RB,17,1198,0,2,9,12,13,0,0,1,833,1678,1493,89,51,10,20,714,592,83,4,583,296,0,0,5,17,107,6,5,38,23,6,20,231,116,50,16,5,31,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,45.000
300,Myles Lewis-Skelly,Arsenal,England,LB,23,1370,1,0,3,6,12,0,0,0,964,1961,1693,86,8,2,25,288,170,59,3,459,267,0,0,1,2,162,9,3,24,34,57,22,129,75,58,189,119,63,0,0,0,11,3,2,0,0,0,0,0,0,0,0.4,0.4,0.8,45.000
379,Ethan Nwaneri,Arsenal,England,AM,26,889,4,0,24,0,0,0,3,6,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,4,0,0,11,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,55.000
424,Declan Rice,Arsenal,England,DM,35,2833,4,7,48,18,15,2,0,2,2016,789,641,81,63,7,11,480,364,76,11,411,260,3,2,18,22,121,32,7,50,13,5,53,342,121,35,26,10,39,0,0,0,21,5,1,0,0,0,0,0,0,0,0.1,0.1,0.1,120.000
437,Bukayo Saka,Arsenal,England,RW,25,1735,6,10,67,2,25,8,0,7,1094,643,556,87,1,0,0,55,33,60,1,167,69,0,0,1,0,44,40,2,6,15,14,29,58,34,59,45,23,51,0,0,0,15,3,0,0,0,0,0,0,0,0,3.7,3.7,0.9,150.000
479,Raheem Sterling,Arsenal,England,RW,17,496,0,2,11,0,0,1,0,4,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,0,0,9,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,4.5,4.5,1.4,10.000
76,Nathan Butler-Oyedeji,Arsenal,England,ST,1,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0.5,1.000
284,Ezri Konsa,Aston Villa,England,CB,34,2937,2,0,11,11,10,0,1,0,1987,1942,1641,85,13,1,8,373,226,61,4,421,232,0,0,7,2,134,10,8,107,45,25,34,117,56,48,134,59,44,0,0,0,9,1,0,0,0,0,3,0,0,0,0,0,0.1,35.000
347,Tyrone Mings,Aston Villa,England,CB,14,1121,0,0,9,0,0,1,0,0,809,1027,840,82,68,22,32,241,171,71,1,266,134,0,0,2,6,99,0,3,59,42,15,7,195,112,57,65,23,35,0,0,0,4,1,0,0,0,0,0,0,0,0,0.1,0.1,0,5.000
416,Jacob Ramsey,Aston Villa,England,CM,29,1628,1,3,19,8,13,2,1,5,830,768,654,85,23,0,0,401,322,80,7,329,182,1,0,14,19,99,23,0,8,2,0,30,143,69,48,17,6,35,0,0,0,13,2,1,0,0,0,0,0,0,0,0.5,0.5,0.3,32.000
43,Ross Barkley,Aston Villa,England,CM,20,569,3,1,16,0,0,1,0,0,493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,5,0,0,14,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,6.000
433,Morgan Rogers,Aston Villa,England,AM,37,3129,8,10,55,6,8,11,1,2,1528,1420,1129,80,8,2,25,352,216,61,8,307,187,0,0,6,3,142,74,5,18,36,42,43,151,86,57,67,44,66,0,0,0,50,10,0,0,0,0,0,0,0,0,0,0,0,55.000
417,Marcus Rashford,Aston Villa,England,LW,25,1426,6,3,35,17,5,5,4,8,706,792,636,80,52,16,31,410,323,79,5,323,177,1,1,16,13,119,7,2,9,5,3,17,227,99,44,59,26,44,0,0,0,9,2,0,0,0,0,0,0,0,0,2,2,0.2,50.000
536,Ollie Watkins,Aston Villa,England,ST,38,2610,16,8,84,17,14,27,2,16,784,286,241,84,13,4,31,162,131,81,2,144,83,2,0,12,4,37,50,4,14,6,1,10,116,53,46,16,5,31,0,0,0,29,2,0,0,0,0,0,0,0,0,0,0,0,40.000
467,Adam Smith,Bournemouth,England,RB,25,1596,0,0,3,0,0,1,0,0,855,526,414,79,33,7,21,169,110,65,1,96,52,0,0,1,2,50,7,3,38,15,5,24,88,42,48,29,14,48,0,0,0,19,7,0,0,0,0,0,0,0,0,0.8,0.8,0.2,0.750
231,James Hill,Bournemouth,England,CB,10,448,0,0,6,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,15,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,9.5,9.5,2.4,3.000
273,Lloyd Kelly,Bournemouth,England,CB,10,301,0,1,3,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,18.000
1,Max Aarons,Bournemouth,England,RB,3,85,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000
452,Alex Scott,Bournemouth,England,CM,20,751,0,0,15,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,27,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,2.2,2.2,3.7,20.000
550,Ben Winterburn,Bournemouth,England,DM,4,22,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6,8.8,1.4,0.500
105,Lewis Cook,Bournemouth,England,CM,36,2978,1,3,14,3,0,0,0,3,1965,1934,1768,91,5,0,0,304,217,71,2,391,201,0,0,0,1,104,18,5,66,13,18,81,46,27,59,83,52,63,0,0,0,49,8,1,0,0,0,0,0,0,0,0.6,0.6,0,15.000
491,Marcus Tavernier,Bournemouth,England,AM,29,1938,3,5,57,5,6,6,4,4,1303,589,479,81,10,5,50,119,78,66,6,147,74,0,0,3,2,73,47,0,9,27,7,44,110,69,63,41,25,61,0,0,0,34,6,0,0,0,0,0,0,0,0,1.1,1.1,0,18.000
420,Remy Rees-Dottin,Bournemouth,England,ST,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300
459,Zain Silcott-Duberry,Bournemouth,England,LW,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200
340,Ben Mee,Brentford,England,CB,7,181,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0.7,0.7,1.5,0.700
341,Jayden Meghoma,Brentford,England,LB,1,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,7.5,8.3,0.500
228,Rico Henry,Brentford,England,LB,5,94,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15.000
315,Edmond Paris Maghoma,Brentford,England,CM,8,112,0,0,1,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1.2,1.2,2.7,0.800
510,Ryan Trevitt,Brentford,England,CM,1,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,1.4,0.275
299,Keane Lewis-Potter,Brentford,England,LW,38,3101,1,3,28,2,0,4,1,4,1713,767,636,83,38,10,26,240,191,80,1,179,91,0,0,4,2,74,20,7,66,32,12,49,143,79,55,48,26,54,0,0,0,18,7,0,0,0,0,1,0,0,0,0.2,0.2,0.9,23.000
477,Jason Steele,Brighton,England,GK,2,180,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,0.6,0.6,0.7,11.000
537,Adam Webster,Brighton,England,CB,14,888,0,0,5,0,0,1,0,1,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,40,0,0,10,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0.1,0.1,0.1,11.000
148,Lewis Dunk,Brighton,England,CB,25,2083,0,0,12,1,0,3,0,2,2151,1313,1121,85,43,9,21,363,285,79,4,281,169,0,1,6,7,119,3,3,78,18,15,17,160,90,56,61,30,49,0,0,1,7,5,0,0,0,0,0,0,0,0,0.4,0.4,0,6.000
232,Jack Hinshelwood,Brighton,England,DM,26,1846,5,2,18,2,25,2,0,0,1222,938,867,92,1,0,0,125,105,84,0,208,98,0,0,0,1,44,3,2,37,13,12,27,71,38,54,16,6,38,0,0,0,18,5,0,0,0,0,0,0,0,0,0.1,0.1,0,24.000
346,James Milner,Brighton,England,CM,4,173,0,0,2,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1.1,1.1,5.2,1.000
235,Harry Howell,Brighton,England,AM,1,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.000
323,Solly March,Brighton,England,RW,8,162,0,0,2,0,0,0,0,3,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,6.000
538,Danny Welbeck,Brighton,England,ST,30,2122,10,0,60,2,0,9,2,4,791,1502,1190,79,8,1,13,277,133,48,0,277,133,0,0,1,0,110,28,2,14,33,47,26,110,73,66,203,117,58,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,5.000
104,Levi Colwill,Chelsea,England,CB,35,3149,2,1,17,4,7,5,0,5,2965,1378,1129,82,48,14,29,450,333,74,3,255,135,0,1,0,8,187,8,10,116,41,11,47,206,104,51,75,41,55,0,0,0,45,9,0,0,0,0,1,0,0,0,0.4,0.4,0.1,55.000
4,Tosin Adarabioyo,Chelsea,England,CB,22,1404,1,1,13,3,0,2,2,1,1348,1665,1441,87,13,3,23,196,133,68,0,387,215,0,0,1,3,116,0,7,79,25,15,17,153,96,63,80,53,66,0,0,0,8,4,0,0,0,0,0,0,0,0,0.9,0.9,0.2,20.000
89,Trevoh Chalobah,Chelsea,England,CB,25,1974,3,1,18,2,0,2,0,1,1419,1056,897,85,3,1,33,237,173,73,2,228,93,0,0,2,3,114,9,5,104,32,10,31,205,108,53,49,31,63,0,0,0,19,3,0,0,0,0,0,0,0,0,0.5,0.5,1.1,25.000
2,Joshua Acheampong,Chelsea,England,RB,4,169,0,0,2,0,0,1,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,8.000
248,Reece James,Chelsea,England,RB,19,1064,1,0,11,6,20,1,1,0,985,479,421,88,11,2,18,181,159,88,0,118,62,0,0,0,1,35,9,2,21,9,6,10,76,42,55,37,22,60,0,0,0,8,1,0,0,0,0,1,0,0,0,5.3,5.3,1.8,30.000
127,Kiernan Dewsbury-Hall,Chelsea,England,CM,13,259,0,1,1,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0.8,0.8,1.2,20.000
399,Cole Palmer,Chelsea,England,AM,37,3195,15,8,126,2,50,14,6,7,2005,1067,976,92,0,0,0,89,44,49,2,225,116,0,0,0,1,62,37,5,19,13,23,34,30,16,53,35,13,37,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0.2,120.000
441,Jadon Sancho,Chelsea,England,RW,31,1764,3,0,24,3,33,3,0,6,1052,605,492,81,18,6,33,135,84,62,0,106,63,0,0,0,3,52,21,3,7,4,3,13,64,34,53,73,42,58,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,28.000
313,Noni Madueke,Chelsea,England,RW,32,2046,7,3,80,7,0,14,4,5,1077,1091,897,82,63,16,25,304,235,77,1,346,196,0,1,11,7,139,25,2,10,23,10,25,247,124,50,70,28,40,0,0,0,22,3,0,0,0,0,0,0,0,0,0.3,0.3,2.6,40.000
190,Tyrique George,Chelsea,England,LW,8,178,1,0,3,0,0,1,0,2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0.1,10.000
343,Shumaira Mheuka,Chelsea,England,ST,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7,0.800
227,Dean Henderson,Crystal Palace,England,GK,38,3420,0,0,1,0,0,0,0,0,1407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,0,0,2,0,0,0,0,0,0,51,53,0,0,3,0,104,67,1,0,18,30,5.1,0.4,0.4,0.1,20.000
210,Marc Guehi,Crystal Palace,England,CB,34,3059,3,2,15,0,0,2,0,1,2206,713,552,77,11,3,27,220,117,53,0,200,103,0,0,0,1,71,18,11,156,14,7,61,100,52,52,62,33,53,0,0,3,24,7,1,0,0,0,0,0,0,0,8,6.5,5,45.000
286,Caleb Kporha,Crystal Palace,England,RB,2,11,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0.4,1.000
534,Joel Ward,Crystal Palace,England,RB,2,72,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.500
99,Nathaniel Clyne,Crystal Palace,England,RB,13,481,0,0,2,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,0,12,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.4,1.000
93,Ben Chilwell,Crystal Palace,England,LB,8,254,1,0,5,0,0,0,0,2,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,7,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.8,0.8,1.2,15.000
349,Tyrick Mitchell,Crystal Palace,England,LB,37,3102,0,5,12,1,0,2,0,2,1838,675,596,88,1,0,0,87,67,77,0,185,93,0,0,0,0,38,30,7,95,7,11,91,23,19,83,51,28,55,0,0,0,23,2,0,0,0,0,0,0,0,0,0,0,0,25.000
541,Adam Wharton,Crystal Palace,England,DM,20,1326,0,2,13,5,0,0,0,0,913,679,534,79,18,5,28,245,168,69,5,145,75,0,0,1,4,102,13,0,27,20,2,34,116,57,49,23,7,30,0,0,0,12,2,0,0,0,0,0,0,0,0,0.8,0.8,2.8,45.000
237,Will Hughes,Crystal Palace,England,CM,33,2118,0,3,22,3,33,0,0,0,1278,2547,2409,95,3,0,0,318,268,84,1,480,260,0,0,0,2,154,30,2,26,21,15,66,137,90,66,100,62,62,0,0,0,65,11,0,0,0,0,0,0,0,0,0,0,0,7.000
167,Eberechi Eze,Crystal Palace,England,AM,34,2600,8,8,102,16,7,8,5,9,1586,235,178,76,5,0,0,100,69,69,2,114,73,0,0,12,7,26,45,2,8,3,0,39,119,55,46,59,21,36,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0.1,55.000
162,Romain Esse,Crystal Palace,England,RW,7,135,1,1,1,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4.5,4.5,5.7,12.000
7,Asher Agbinone,Crystal Palace,England,LW,2,4,0,0,1,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080
374,Eddie Nketiah,Crystal Palace,England,ST,29,1026,3,0,43,1,0,10,1,5,465,987,854,87,6,4,67,248,191,77,3,261,111,0,1,0,2,88,17,0,10,18,8,15,169,82,49,54,30,56,0,0,0,0,4,1,0,0,0,1,0,0,0,5.7,5.7,8.9,18.000
408,Jordan Pickford,Everton,England,GK,38,3420,0,0,0,0,0,0,1,0,1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,52,0,0,1,0,0,0,0,0,0,44,50,0,0,7,0,122,74,2,0,22,31,6,17.3,13.3,10.9,18.000
490,James Tarkowski,Everton,England,CB,33,2924,1,0,15,6,7,2,2,2,1771,875,802,92,9,2,22,220,183,83,0,156,62,0,0,0,0,71,7,10,209,13,5,64,71,32,45,23,13,57,0,0,0,35,6,0,0,0,0,1,0,0,0,1.4,1.4,0.5,9.000
64,Jarrad Branthwaite,Everton,England,CB,30,2510,0,1,10,37,15,2,0,1,1558,700,554,79,60,10,17,334,234,70,7,370,214,5,4,40,20,129,4,8,188,16,4,36,329,136,41,60,12,20,0,0,0,12,4,0,0,0,0,0,0,0,0,0.5,0.5,0.5,50.000
